tweet_id,img_num,p1,p1_conf,p1_dog,timestamp,source,text,rating_numerator,rating_denominator,dog_name,dog_stage,Favorite_count,Retweet_count
666073100786774016,1,Walker_hound,0.260857,True,2015-11-16 01:59:36+00:00,Twitter for iPhone,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,10,10,None,,274.0,132.0
666082916733198337,1,pug,0.489814,True,2015-11-16 02:38:37+00:00,Twitter for iPhone,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,6,10,None,,93.0,37.0
666094000022159362,1,bloodhound,0.195217,True,2015-11-16 03:22:39+00:00,Twitter for iPhone,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,9,10,None,,143.0,63.0
666099513787052032,1,Lhasa,0.58233,True,2015-11-16 03:44:34+00:00,Twitter for iPhone,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,8,10,None,,134.0,53.0
666102155909144576,1,English_setter,0.298617,True,2015-11-16 03:55:04+00:00,Twitter for iPhone,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,11,10,None,,66.0,11.0
666104133288665088,1,hen,0.965932,False,2015-11-16 04:02:55+00:00,Twitter for iPhone,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/Asgdc6kuLX,1,10,None,,12899.0,5489.0
666268910803644416,1,desktop_computer,0.086502,False,2015-11-16 14:57:41+00:00,Twitter for iPhone,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,10,10,None,,100.0,38.0
666273097616637952,1,Italian_greyhound,0.176053,True,2015-11-16 15:14:19+00:00,Twitter for iPhone,Can take selfies 11/10 https://t.co/ws2AMaNwPW,11,10,None,,152.0,68.0
666287406224695296,1,Maltese_dog,0.8575309999999999,True,2015-11-16 16:11:11+00:00,Twitter for iPhone,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,1,2,an,,123.0,57.0
666293911632134144,1,three-toed_sloth,0.914671,False,2015-11-16 16:37:02+00:00,Twitter for iPhone,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,3,10,a,,426.0,290.0
666337882303524864,1,ox,0.4166689999999999,False,2015-11-16 19:31:45+00:00,Twitter for iPhone,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,9,10,an,,168.0,79.0
666345417576210432,1,golden_retriever,0.8587440000000001,True,2015-11-16 20:01:42+00:00,Twitter for iPhone,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,10,10,None,,244.0,124.0
666353288456101888,1,malamute,0.3368739999999999,True,2015-11-16 20:32:58+00:00,Twitter for iPhone,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,8,10,None,,179.0,58.0
666362758909284353,1,guinea_pig,0.996496,False,2015-11-16 21:10:36+00:00,Twitter for iPhone,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet https://t.co/XMD9CwjEnM,6,10,None,,648.0,469.0
666373753744588802,1,soft-coated_wheaten_terrier,0.326467,True,2015-11-16 21:54:18+00:00,Twitter for iPhone,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,11,10,None,,163.0,73.0
666396247373291520,1,Chihuahua,0.978108,True,2015-11-16 23:23:41+00:00,Twitter for iPhone,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,9,10,None,,147.0,69.0
666407126856765440,1,black-and-tan_coonhound,0.529139,True,2015-11-17 00:06:54+00:00,Twitter for iPhone,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,7,10,a,,93.0,30.0
666411507551481857,1,coho,0.40464,False,2015-11-17 00:24:19+00:00,Twitter for iPhone,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,2,10,quite,,371.0,262.0
666418789513326592,1,toy_terrier,0.14968,True,2015-11-17 00:53:15+00:00,Twitter for iPhone,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,10,10,Walter,,107.0,39.0
666421158376562688,1,Blenheim_spaniel,0.906777,True,2015-11-17 01:02:40+00:00,Twitter for iPhone,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,12,10,None,,272.0,91.0
666428276349472768,1,Pembroke,0.371361,True,2015-11-17 01:30:57+00:00,Twitter for iPhone,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,7,10,None,,139.0,67.0
666430724426358785,1,llama,0.505184,False,2015-11-17 01:40:41+00:00,Twitter for iPhone,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,6,10,None,,278.0,160.0
666435652385423360,1,Chesapeake_Bay_retriever,0.18413,True,2015-11-17 02:00:15+00:00,Twitter for iPhone,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",10,10,None,,138.0,42.0
666437273139982337,1,Chihuahua,0.6718529999999999,True,2015-11-17 02:06:42+00:00,Twitter for iPhone,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,7,10,None,,106.0,40.0
666447344410484738,1,curly-coated_retriever,0.322084,True,2015-11-17 02:46:43+00:00,Twitter for iPhone,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,9,10,Scout,,90.0,19.0
666454714377183233,1,dalmatian,0.278954,True,2015-11-17 03:16:00+00:00,Twitter for iPhone,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,10,10,Kreggory,,448.0,180.0
666644823164719104,1,Ibizan_hound,0.0443334,True,2015-11-17 15:51:26+00:00,Twitter for iPhone,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,9,10,Jimothy,,208.0,70.0
666649482315059201,1,Border_collie,0.4478029999999999,True,2015-11-17 16:09:56+00:00,Twitter for iPhone,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,4,10,None,,993.0,524.0
666691418707132416,1,German_shepherd,0.975401,True,2015-11-17 18:56:35+00:00,Twitter for iPhone,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,8,10,Christoper,,161.0,42.0
666701168228331520,1,Labrador_retriever,0.887707,True,2015-11-17 19:35:19+00:00,Twitter for iPhone,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,8,10,a,,371.0,182.0
666739327293083650,1,miniature_poodle,0.546933,True,2015-11-17 22:06:57+00:00,Twitter for iPhone,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,10,10,Lugan,,209.0,60.0
666776908487630848,1,seat_belt,0.375057,False,2015-11-18 00:36:17+00:00,Twitter for iPhone,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,5,10,Josep,,305.0,150.0
666781792255496192,1,Italian_greyhound,0.618316,True,2015-11-18 00:55:42+00:00,Twitter for iPhone,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10,10,a,,326.0,168.0
666786068205871104,1,snail,0.999888,False,2015-11-18 01:12:41+00:00,Twitter for iPhone,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,2,10,None,,658.0,410.0
666804364988780544,1,English_setter,0.328792,True,2015-11-18 02:25:23+00:00,Twitter for iPhone,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8,10,Jockson,,206.0,79.0
666817836334096384,1,miniature_schnauzer,0.496953,True,2015-11-18 03:18:55+00:00,Twitter for iPhone,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9,10,Jeph,,444.0,212.0
666826780179869698,1,Maltese_dog,0.359383,True,2015-11-18 03:54:28+00:00,Twitter for iPhone,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12,10,None,,220.0,79.0
666835007768551424,1,Airedale,0.448459,True,2015-11-18 04:27:09+00:00,Twitter for iPhone,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10,10,None,,185.0,66.0
666837028449972224,1,triceratops,0.442113,False,2015-11-18 04:35:11+00:00,Twitter for iPhone,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,3,10,None,,703.0,473.0
666983947667116034,1,swab,0.589446,False,2015-11-18 14:18:59+00:00,Twitter for iPhone,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,11,10,a,,2250.0,847.0
666996132027977728,1,hay,0.507637,False,2015-11-18 15:07:24+00:00,Twitter for iPhone,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10,10,Carll,,214.0,79.0
667012601033924608,1,hyena,0.98723,False,2015-11-18 16:12:51+00:00,Twitter for iPhone,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,9,10,Klevin,,394.0,187.0
667044094246576128,1,golden_retriever,0.765266,True,2015-11-18 18:17:59+00:00,Twitter for iPhone,12/10 gimme now https://t.co/QZAnwgnOMB,12,10,None,,163.0,43.0
667062181243039745,1,Chesapeake_Bay_retriever,0.825678,True,2015-11-18 19:29:52+00:00,Twitter for iPhone,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10,10,Keet,,192.0,45.0
667065535570550784,1,jigsaw_puzzle,0.560001,False,2015-11-18 19:43:11+00:00,Twitter for iPhone,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,8,10,None,,143.0,40.0
667073648344346624,1,Chihuahua,0.4836819999999999,True,2015-11-18 20:15:26+00:00,Twitter for iPhone,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10,10,Dave,,351.0,104.0
667090893657276420,1,Chihuahua,0.959514,True,2015-11-18 21:23:57+00:00,Twitter for iPhone,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7,10,Clybe,,287.0,106.0
667119796878725120,1,Pembroke,0.741563,True,2015-11-18 23:18:48+00:00,Twitter for iPhone,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10,10,Gabe,,286.0,106.0
667138269671505920,1,West_Highland_white_terrier,0.747713,True,2015-11-19 00:32:12+00:00,Twitter for iPhone,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10,10,None,,4013.0,1874.0
667152164079423490,1,toy_poodle,0.535411,True,2015-11-19 01:27:25+00:00,Twitter for iPhone,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12,10,Pipsy,,42295.0,14618.0
667160273090932737,1,golden_retriever,0.471351,True,2015-11-19 01:59:39+00:00,Twitter for iPhone,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11,10,Bradlay,,219.0,50.0
667165590075940865,1,miniature_pinscher,0.140173,True,2015-11-19 02:20:46+00:00,Twitter for iPhone,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10,10,Churlie,,2380.0,972.0
667171260800061440,1,giant_schnauzer,0.8412649999999999,True,2015-11-19 02:43:18+00:00,Twitter for iPhone,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10,10,Kenneth,,186.0,72.0
667174963120574464,1,toy_poodle,0.266437,True,2015-11-19 02:58:01+00:00,Twitter for iPhone,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9,10,Clarence,,218.0,70.0
667176164155375616,1,soft-coated_wheaten_terrier,0.318981,True,2015-11-19 03:02:47+00:00,Twitter for iPhone,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4,10,None,,527.0,388.0
667177989038297088,1,vizsla,0.2592489999999999,True,2015-11-19 03:10:02+00:00,Twitter for iPhone,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8,10,a,,166.0,48.0
667182792070062081,1,golden_retriever,0.949892,True,2015-11-19 03:29:07+00:00,Twitter for iPhone,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10,10,Timison,,12546.0,5277.0
667188689915760640,1,vacuum,0.33583,False,2015-11-19 03:52:34+00:00,Twitter for iPhone,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,10,10,None,,642.0,331.0
667192066997374976,1,Rottweiler,0.28364,True,2015-11-19 04:05:59+00:00,Twitter for iPhone,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12,10,None,,331.0,86.0
667200525029539841,1,Siberian_husky,0.694904,True,2015-11-19 04:39:35+00:00,Twitter for iPhone,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11,10,Joshwa,,544.0,228.0
667211855547486208,1,golden_retriever,0.462556,True,2015-11-19 05:24:37+00:00,Twitter for iPhone,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9,10,Genevieve,,425.0,210.0
667369227918143488,1,teddy,0.709545,False,2015-11-19 15:49:57+00:00,Twitter for iPhone,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,10,10,None,,328.0,145.0
667393430834667520,1,papillon,0.557009,True,2015-11-19 17:26:08+00:00,Twitter for iPhone,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8,10,Fwed,,168.0,50.0
667405339315146752,1,Saint_Bernard,0.381377,True,2015-11-19 18:13:27+00:00,Twitter for iPhone,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7,10,Biden,,411.0,197.0
667435689202614272,1,Rottweiler,0.999091,True,2015-11-19 20:14:03+00:00,Twitter for iPhone,Ermergerd 12/10 https://t.co/PQni2sjPsm,12,10,None,,266.0,76.0
667437278097252352,1,porcupine,0.989154,False,2015-11-19 20:20:22+00:00,Twitter for iPhone,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,10,10,None,,396.0,198.0
667443425659232256,1,goose,0.980815,False,2015-11-19 20:44:47+00:00,Twitter for iPhone,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,6,10,None,,682.0,489.0
667453023279554560,1,Labrador_retriever,0.8256700000000001,True,2015-11-19 21:22:56+00:00,Twitter Web Client,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,11,10,Cupcake,,279.0,74.0
667455448082227200,1,Tibetan_terrier,0.676376,True,2015-11-19 21:32:34+00:00,Twitter Web Client,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,7,10,Reese,,171.0,53.0
667470559035432960,1,toy_poodle,0.304175,True,2015-11-19 22:32:36+00:00,Twitter Web Client,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,11,10,a,,225.0,85.0
667491009379606528,1,borzoi,0.852088,True,2015-11-19 23:53:52+00:00,Twitter Web Client,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,7,10,None,,459.0,190.0
667495797102141441,1,Chihuahua,0.143957,True,2015-11-20 00:12:54+00:00,Twitter Web Client,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,9,10,Philippe,,457.0,231.0
667502640335572993,1,Labrador_retriever,0.996709,True,2015-11-20 00:40:05+00:00,Twitter Web Client,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,11,10,Hall,,484.0,194.0
667509364010450944,1,beagle,0.636169,True,2015-11-20 01:06:48+00:00,Twitter Web Client,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,12,10,None,,6065.0,1867.0
667517642048163840,1,Italian_greyhound,0.125176,True,2015-11-20 01:39:42+00:00,Twitter Web Client,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,8,10,Dook,,332.0,166.0
667524857454854144,1,hare,0.447893,False,2015-11-20 02:08:22+00:00,Twitter Web Client,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,12,10,None,,1507.0,968.0
667530908589760512,1,golden_retriever,0.633037,True,2015-11-20 02:32:25+00:00,Twitter Web Client,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",10,10,Naphaniel,,412.0,206.0
667534815156183040,1,Pembroke,0.435254,True,2015-11-20 02:47:56+00:00,Twitter Web Client,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",8,10,Frank,,719.0,446.0
667538891197542400,1,Yorkshire_terrier,0.618957,True,2015-11-20 03:04:08+00:00,Twitter Web Client,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",9,10,a,,175.0,58.0
667544320556335104,1,Pomeranian,0.412893,True,2015-11-20 03:25:43+00:00,Twitter Web Client,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",10,10,Kial,,761.0,459.0
667546741521195010,1,toy_poodle,0.787424,True,2015-11-20 03:35:20+00:00,Twitter Web Client,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,9,10,George,,303.0,107.0
667549055577362432,1,electric_fan,0.984377,False,2015-11-20 03:44:31+00:00,Twitter Web Client,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,1,10,None,,5108.0,1958.0
667550882905632768,1,web_site,0.998258,False,2015-11-20 03:51:47+00:00,Twitter Web Client,RT @dogratingrating: Unoriginal idea. Blatant plagiarism. Curious grammar. -5/10 https://t.co/r7XzeQZWzb,5,10,None,,0.0,26.0
667550904950915073,1,web_site,0.999335,False,2015-11-20 03:51:52+00:00,Twitter Web Client,"RT @dogratingrating: Exceptional talent. Original humor. Cutting edge, Nova Scotian comedian. 12/10 https://t.co/uarnTjBeVA",12,10,None,,0.0,29.0
667724302356258817,1,ibex,0.6190979999999999,False,2015-11-20 15:20:54+00:00,Twitter Web Client,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,7,10,None,,424.0,269.0
667728196545200128,1,kuvasz,0.360159,True,2015-11-20 15:36:22+00:00,Twitter Web Client,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11,10,Olive,,325.0,127.0
667766675769573376,1,fire_engine,0.8834930000000001,False,2015-11-20 18:09:16+00:00,Twitter Web Client,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,9,10,Calvin,,373.0,185.0
667773195014021121,1,West_Highland_white_terrier,0.360465,True,2015-11-20 18:35:10+00:00,Twitter Web Client,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8,10,a,,204.0,44.0
667782464991965184,1,lorikeet,0.466149,False,2015-11-20 19:12:01+00:00,Twitter for iPhone,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,9,10,None,,363.0,211.0
667793409583771648,1,dalmatian,0.5350729999999999,True,2015-11-20 19:55:30+00:00,Twitter for iPhone,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8,10,None,,609.0,286.0
667801013445750784,1,flat-coated_retriever,0.508392,True,2015-11-20 20:25:43+00:00,Twitter for iPhone,OMIGOD 12/10 https://t.co/SVMF4Frf1w,12,10,None,,283.0,82.0
667806454573760512,1,toyshop,0.253089,False,2015-11-20 20:47:20+00:00,Twitter for iPhone,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,10,10,Filup,,931.0,417.0
667832474953625600,1,miniature_pinscher,0.2142,True,2015-11-20 22:30:44+00:00,Twitter for iPhone,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12,10,None,,255.0,55.0
667861340749471744,1,malamute,0.967275,True,2015-11-21 00:25:26+00:00,Twitter for iPhone,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9,10,a,,221.0,69.0
667866724293877760,1,jigsaw_puzzle,1.0,False,2015-11-21 00:46:50+00:00,Twitter for iPhone,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,10,10,Shaggy,,2717.0,901.0
667873844930215936,1,common_iguana,0.999647,False,2015-11-21 01:15:07+00:00,Twitter for iPhone,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,10,10,None,,553.0,340.0
667878741721415682,1,seat_belt,0.200373,False,2015-11-21 01:34:35+00:00,Twitter for iPhone,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,2,10,Tedrick,,349.0,101.0
